SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMTSISCH	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-WRHK-0003-SM-3PYK4		B1			Blood	Whole Blood	0-(-3) hours	BP-27229	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/11/2012	GTEx_batch9_EX_001	11/21/2012	Illumina Human Exome SNP Array																																													
GTEX-WRHK-0003-SM-3PZ7S		B1			Blood	Whole Blood	0-(-3) hours	BP-27229	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/11/2012	GTEx_batch9_OM5_001	11/21/2012	Illumina OMNI SNP Array																																													
GTEX-WRHK-0005-SM-3MJF5		B1		8.8	Blood	Whole Blood	0-(-3) hours	BP-27277	RNA isolation_PAXgene Blood RNA (Manual)	07/12/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.8679925	102373	0.9058493	795	0.8817402	0.76136625	0.29269767	22052	0.63674504	0.74980754	76	59.392647	0.002891708	200	45871976	87872979	0.09399068	6996729	99658578	16616764	0.63426137	124175	42163866	55045	0.034049667	0	0.14448306	0.5614437	0.6713273	55952678	0.0033992229	17219153	12057645	17555444	192	17966466	14886402	0.003141509	17915430	49.928883	0.07020699	0.89548796	821	0.36325502	50.483532
GTEX-WRHK-0826-SM-3MJFG	1	B1	2 pieces, 13x8 & 12x8mm; 1 piece has a 5x4mm lymph node; other has a central 4mm fixation defect	7.2	Adipose Tissue	Adipose - Visceral (Omentum)	4-7 hours	BP-28355	RNA isolation_PAXgene Tissue miRNA	07/31/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.9181877	161459	0.97937435	776	0.93069416	0.8899715	0.2674258	24187	0.6361072	0.7503709	76	68.84475	0.002536118	395	53134995	102604192	0.020416135	1105865	110244798	15815942	0.57657635	137682	49583789	53025	0.028356237	0	0.08940281	0.5920212	0.8282913	65267265	0.0030358443	21682067	4674088	22405586	363	22771618	18463415	0.0027826235	22506003	49.706688	0.010030995	0.94320065	849	0.36389282	50.820545
GTEX-WRHK-1426-SM-3MJF9	0	B1	6 pieces, up to 11x4mm; well trimmed without subcutaneous adipose	7	Skin	Skin - Sun Exposed (Lower leg)	4-7 hours	BP-28509	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.9011249	133165	0.9694082	803	0.9139167	0.83555955	0.28936046	24822	0.6683459	0.7385886	76	61.92853	0.0026547855	298	56717956	96271597	0.03040985	1467590	105339576	15542548	0.6034174	139077	46389099	60638	0.031636436	0	0.13384862	0.61081254	0.7636319	64342732	0.0031367121	20293595	4739405	20731084	309	21142210	15643661	0.0028923762	21041357	49.880455	0.013931991	0.9267085	851	0.33165404	50.5332
GTEX-WRHK-1626-SM-3MJFH	0	B1	2 pieces, 10x10 & 10x8mm; 1 piece has 10% adipose on edge	7.3	Muscle	Muscle - Skeletal	4-7 hours	BP-28509	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.9079877	104244	0.9804006	867	0.9203964	0.92568004	0.3094524	22378	0.57861996	0.7262032	76	76.41375	0.0025070868	401	44898711	107623981	0.019427687	1706625	116932206	18000096	0.5891147	131198	52097633	64183	0.037000675	0	0.05472059	0.5325597	0.8519926	62273384	0.0029922826	22574703	4155998	23412551	362	23818780	21539577	0.002746414	23417227	49.57495	0.014594995	0.93280506	841	0.42138	50.910957
GTEX-WRHK-1726-SM-3MJFK	0	B1	3 pieces, up to 4x3mm; no extraneous adipose	6.8	Blood Vessel	Artery - Tibial	4-7 hours	BP-28509	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.9194565	156982	0.97501683	969	0.9315562	0.9014112	0.36378735	22946	0.63265014	0.74232364	76	47.554604	0.0025261447	401	57381735	111951411	0.024616618	877290	120176762	17255266	0.6054639	132572	54062964	74273	0.040856708	0	0.07360564	0.58934915	0.8397152	70826073	0.002998043	23008350	4107762	23636260	373	24023845	21680076	0.0027590292	23845488	49.813705	0.007299997	0.94365597	842	0.36734986	50.67308
GTEX-WRHU-0003-SM-3PYKC		C1			Blood	Whole Blood	4-7 hours	BP-27229	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/11/2012	GTEx_batch9_EX_001	11/21/2012	Illumina Human Exome SNP Array																																													
GTEX-WRHU-0003-SM-3PZ7D		C1			Blood	Whole Blood	4-7 hours	BP-27229	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/11/2012	GTEx_batch9_OM5_001	11/21/2012	Illumina OMNI SNP Array																																													
GTEX-WRHU-0006-SM-3MJF6		C1		8.9	Blood	Whole Blood	4-7 hours	BP-27277	RNA isolation_PAXgene Blood RNA (Manual)	07/12/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.891852	119294	0.94308597	676	0.9044095	0.7625218	0.30377212	22566	0.61042434	0.7201663	76	54.110653	0.0028726724	197	39531822	84913285	0.05672985	4526345	93888098	14938744	0.5687692	127693	40840345	45682	0.025496954	0	0.18056412	0.55207354	0.68963194	51833135	0.0033708285	17847069	10050505	18135874	184	18521142	15045395	0.003118292	18469894	49.93073	0.04821	0.91696703	862	0.38957566	50.40131
GTEX-WRHU-0226-SM-3MJFV	1	C1	2 pieces  ~9x7mm moderate congestion/emphysematous changes.  Reprsentative bronchiole  ~1mm d. encircled, relatively well-preserved mucosal lining	8.3	Lung	Lung	8-11 hours	BP-28511	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.91259825	139229	0.96723723	668	0.92484576	0.8113768	0.3230307	25751	0.7648256	0.7799393	76	48.40945	0.002719986	297	98016143	104671050	0.032435052	846788	113176762	16536724	0.5823126	143164	50369600	42335	0.023166731	0	0.15586038	0.7073457	0.75039846	80055097	0.003205208	22203801	4100071	22633345	329	23055247	17376297	0.0029593841	22980419	49.918736	0.0074819955	0.9370933	894	0.23517442	50.479004
GTEX-WRHU-0326-SM-3MJFY	1	C1	2 pieces ~10x6mm, rare atrophic TDLUs, representative ones encircled	6.7	Breast	Breast - Mammary Tissue	8-11 hours	BP-28511	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.9081241	157284	0.9718526	621	0.9197557	0.80061024	0.28449985	26440	0.62595	0.7714999	76	61.960377	0.00281687	393	55705788	112591313	0.027861075	907212	122414368	18107394	0.6147268	143929	54212986	42231	0.02202106	0	0.17124236	0.575721	0.73636585	70476532	0.003238925	23838632	5449840	24387112	343	24802288	16108352	0.0030252286	24650868	49.846905	0.007410993	0.93138725	878	0.37405	50.56866
GTEX-WRHU-0626-SM-3MJFI	0	C1	2 pieces  ~4mm d, relatively clean specimens	7	Nerve	Nerve - Tibial	8-11 hours	BP-28511	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.8985861	124454	0.96473813	677	0.91291225	0.77150035	0.28015333	25762	0.6947114	0.7598885	76	52.190384	0.0027405873	226	58153298	88380989	0.035016578	561413	96812140	14181076	0.57092875	141668	42371769	45217	0.023189453	0	0.1932377	0.6342105	0.70431215	61399282	0.0032219572	18552923	3785199	18878501	214	19339270	13197933	0.0029774953	19283116	49.927303	0.0057989936	0.9272383	871	0.30528858	50.434895
GTEX-WRHU-0726-SM-3MJFL	0	C1	2 pieces  ~3mm d.  Subtotal occlusive atherosis/thrombosis with recanalization, representative areas delineated	7.5	Blood Vessel	Artery - Tibial	8-11 hours	BP-28511	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.915236	147501	0.97237796	765	0.9273878	0.829067	0.3349564	24987	0.6713766	0.7634684	76	47.537186	0.002686999	397	68829632	115252460	0.027306419	886961	124276454	19218294	0.5937277	139325	55498233	56851	0.029976325	0	0.14331093	0.6226264	0.7688666	77377811	0.003146106	23870048	4449361	24361964	359	24828570	20503561	0.0029135444	24684450	49.85446	0.0071369996	0.9395395	861	0.32862332	50.509945
GTEX-WRHU-0826-SM-3MJFN	0	C1	2 pieces  ~8x6mm, one with  ~10-15 interstitial fat focus, delineated	8	Muscle	Muscle - Skeletal	8-11 hours	BP-28511	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.9236762	78362	0.97901356	931	0.9350234	0.909918	0.32070154	23042	0.54713726	0.6789883	76	38.398113	0.002797879	398	43175534	116309282	0.020773286	1972854	124391834	18111720	0.58823645	133893	56364148	70231	0.03733243	0	0.06909547	0.5115862	0.85079473	63637145	0.003249922	24251782	4194024	25125108	338	25531487	23831227	0.0030211576	25055693	49.529728	0.015859997	0.94637066	833	0.4528627	50.884346
GTEX-WRHU-2826-SM-3MJG8	0	C1	6 pieces  ~6x2mm	6.8	Skin	Skin - Not Sun Exposed (Suprapubic)	8-11 hours	BP-28775	RNA isolation_PAXgene Tissue miRNA	08/06/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.9066171	159348	0.9675751	637	0.9194952	0.7892498	0.29340053	26343	0.6572213	0.8163387	76	41.534073	0.0028310472	300	59412270	105953711	0.032262523	983029	115230300	18322048	0.61210024	143208	50900476	44583	0.023042358	0	0.17832527	0.6043119	0.7257114	69635041	0.003298503	22313957	5667309	22726519	313	23212853	16728150	0.0030615018	23101362	49.87964	0.008530994	0.9323733	859	0.34277865	50.457993
GTEX-WVLH-0001-SM-3PYKY		C1			Blood	Whole Blood	8-11 hours	BP-27538	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/18/2012	GTEx_batch9_EX_001	11/21/2012	Illumina Human Exome SNP Array																																													
GTEX-WVLH-0001-SM-3PZ7K		C1			Blood	Whole Blood	8-11 hours	BP-27538	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/18/2012	GTEx_batch9_OM5_001	11/21/2012	Illumina OMNI SNP Array																																													
GTEX-WVLH-0006-SM-3MJF7		C1		8.5	Blood	Whole Blood	8-11 hours	BP-27540	RNA isolation_PAXgene Blood RNA (Manual)	07/18/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.89992183	80805	0.97859704	1019	0.9138894	0.89551204	0.29216942	20998	0.34787926	0.73849815	76	29.20515	0.002697631	378	20402704	110614196	0.021327091	2592001	121036738	18701078	0.61966467	122875	53448932	76863	0.046102688	0	0.08308496	0.3179232	0.818399	38480383	0.003294071	24732670	29434466	25787616	364	26251364	26975940	0.002991293	25827194	49.59276	0.021414993	0.92785716	792	0.6521208	51.044083
GTEX-WVLH-0011-R10A-SM-3MJFM		C1, A1		8.1	Brain	Brain - Frontal Cortex (BA9)		BP-28513	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.91860306	104102	0.94959086	825	0.9299942	0.8597117	0.29847416	25434	0.73350716	0.78289765	76	46.58656	0.0025353846	386	78994154	99524832	0.049779113	3717222	107016616	16003958	0.6192259	141479	48030987	60797	0.032389224	0	0.089879215	0.6821574	0.79952693	73002178	0.002955358	20651261	4693081	21059360	333	21451831	15280505	0.0027427992	21287998	49.80834	0.034734998	0.9413853	828	0.2664928	50.489204
GTEX-WVLH-0011-R11A-SM-3MJFO		C1, A1		8.6	Brain	Brain - Cerebellar Hemisphere		BP-28513	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.90841377	158372	0.9394583	651	0.9205142	0.758849	0.30689058	24695	0.81559765	0.7802066	76	53.410366	0.0025723726	288	126490476	98708084	0.060011826	1793767	107231456	16313238	0.56500983	137221	47326520	43276	0.025261777	0	0.1806093	0.75076926	0.69853127	80506084	0.003010739	20364153	5252036	20658433	269	21117255	14294960	0.0027886748	20994357	49.85408	0.016727993	0.9326147	876	0.18440233	50.35868
GTEX-WVLH-0011-R2A-SM-3MJFJ		C1, A1		6.8	Brain	Brain - Substantia nigra		BP-28281	RNA isolation_PAXgene Tissue miRNA	07/30/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.91514945	111459	0.9523431	705	0.9269402	0.87004787	0.2587411	25690	0.6510297	0.76269335	76	71.198296	0.0025361592	386	61774420	112640125	0.04722779	6602206	121518226	17935320	0.6134891	141956	54381478	48148	0.023544876	0	0.08229523	0.6034656	0.8064824	73332069	0.0029995346	23355879	5840542	24140957	353	24538350	14641352	0.0027649	24169381	49.62124	0.054330993	0.9387309	875	0.34897026	50.82645
GTEX-WVLH-0011-R4A-SM-3MJFS		C1, A1		7.3	Brain	Brain - Amygdala		BP-28513	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.9038779	175620	0.95611846	677	0.91580737	0.885992	0.29255304	26732	0.50827104	0.87609446	76	55.053066	0.002606953	398	55518792	171431013	0.043525003	14728946	187191126	29235432	0.6289049	145062	82808642	52324	0.027761433	0	0.07012651	0.46547836	0.81139797	87133415	0.0030639903	35601706	9834088	37270902	412	37832440	21354725	0.0028324951	36925600	49.393482	0.078684	0.92773694	868	0.49172902	51.145287
GTEX-WVLH-0011-R5A-SM-3MJFW		C1, A1		8.1	Brain	Brain - Caudate (basal ganglia)		BP-28513	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.9110021	112248	0.95182115	771	0.92329335	0.858854	0.3263593	25807	0.62372386	0.79406434	76	42.469154	0.0025924689	384	53267587	108603343	0.047852606	7335983	117626042	17920550	0.6353362	142450	52365503	53125	0.027688148	0	0.092967205	0.5758801	0.79297423	67738499	0.0030560603	22489195	5883709	23445102	351	23834185	12776442	0.0028211786	23317487	49.45209	0.062367	0.9355846	865	0.3762761	51.040516
GTEX-WVLH-0011-R6A-SM-3MJFZ		C1, A1		7.7	Brain	Brain - Nucleus accumbens (basal ganglia)		BP-28513	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.917464	112308	0.95575625	771	0.927626	0.8622193	0.297346	25693	0.6326346	0.8060253	76	40.250168	0.0025823647	386	52093720	102735920	0.043936998	6408742	110751442	16084184	0.6260366	142138	49656697	57771	0.030574108	0	0.09353697	0.5868483	0.799817	64994298	0.002948747	21511742	5248055	22239948	338	22524291	12743644	0.0027635489	22181501	49.61661	0.057865992	0.93778807	854	0.36736542	50.832207
GTEX-WVLH-0011-R7A-SM-3MJFB		C1, A1		7	Brain	Brain - Putamen (basal ganglia)		BP-28513	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.91405916	64615	0.9628966	1078	0.9251716	0.8995018	0.25645697	24142	0.3984433	0.87494767	76	26.06815	0.0026285104	377	21959414	99565321	0.036945365	11564115	107618218	16807408	0.68506575	137506	48231030	80685	0.043969717	0	0.06339476	0.36862844	0.83219355	39671134	0.0030076155	20906696	6564759	22585263	346	22791281	7476006	0.002815786	21723160	48.80025	0.10745499	0.9362841	780	0.6015567	51.92975
GTEX-WVLH-0011-R8A-SM-3MJFC		C1, A1		6	Brain	Brain - Hypothalamus		BP-28513	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.9133201	68804	0.9642071	1236	0.92515934	0.8974225	0.2597801	24368	0.41401955	0.7726876	76	23.138224	0.0025726538	378	20908173	89847633	0.03565461	9449080	97115850	14838986	0.6918567	138321	43458163	94517	0.049385175	0	0.0667846	0.38303405	0.8302588	37198677	0.0030085417	18937827	5968436	20281865	336	20489454	7508249	0.0027878087	19717943	49.04059	0.09729699	0.93699855	744	0.5859805	51.71347
GTEX-WVLH-0226-SM-3MJG6	0	C1	2 pieces '7x7mm ~10 fibrous tissue, delineated	6.5	Adipose Tissue	Adipose - Subcutaneous	12-15 hours	BP-28777	RNA isolation_PAXgene Tissue miRNA	08/06/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.912814	137663	0.976222	851	0.92564005	0.8480079	0.27153638	25129	0.6733091	0.7783703	76	43.526264	0.0026545401	393	62223106	103292627	0.023550577	775665	111590486	17402218	0.6321313	139767	49744424	60263	0.031056743	0	0.12821409	0.62324184	0.7849501	69547862	0.0031348222	21890928	4381175	22442960	350	22877943	17047137	0.0028913538	22694179	49.798386	0.006950996	0.9384661	848	0.32669094	50.62258
GTEX-WVLH-0626-SM-3MJG7	1	C1	2 pieces  ~7x6mms, few colloid cysts encircled  ~1 mm d.	6.2	Thyroid	Thyroid	12-15 hours	BP-28780	RNA isolation_PAXgene Tissue miRNA	08/06/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.894561	130926	0.96800625	798	0.9058692	0.8057138	0.28769594	24992	0.6262505	0.7672217	76	47.489002	0.002697478	223	39358850	79557107	0.031786628	689331	87824058	13529504	0.62376875	139887	38236276	53838	0.027997054	0	0.1622925	0.56730103	0.7298713	49822675	0.0030994646	16701179	4590973	17063358	204	17342460	12352934	0.0028959622	17268798	49.89359	0.007848999	0.9171774	858	0.37374955	50.53633
GTEX-WVLH-2926-SM-3MJG5	1	C1	4 pieces ~5x3mm, Purkinje cells show minimal ischemic damage	6.3	Brain	Brain - Cerebellum	16-19 hours	BP-28815	RNA isolation_PAXgene Tissue miRNA	08/06/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.90129477	132226	0.9377938	653	0.91347647	0.7663344	0.28774485	25287	0.68266624	0.8582186	76	39.597126	0.0027024734	284	60629481	97137036	0.06196981	3816993	106337758	16335900	0.61988384	138663	46628955	43735	0.022759253	0	0.17145932	0.6235995	0.7000284	66312176	0.00316036	19934089	6193759	20446379	303	20826628	11560888	0.0029283639	20637424	49.771847	0.03589499	0.9256581	873	0.31733373	50.63433
GTEX-WVLH-3026-SM-3MJG9	1	C1	4 pieces ~~4x3mm	6.8	Brain	Brain - Cortex	16-19 hours	BP-28815	RNA isolation_PAXgene Tissue miRNA	08/06/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.8104644	79268	0.955079	795	0.8218263	0.8856076	0.26447758	24611	0.6293567	0.75113606	76	57.85776	0.002603587	381	45282098	89885815	0.044554573	5168542	109373258	18608208	0.6119908	139138	43321336	56529	0.032603882	0	0.06947143	0.51722187	0.72781557	56570241	0.0031056923	18629170	4959170	19425468	337	19763728	11569824	0.0028511686	19343154	49.46228	0.047255993	0.8331881	860	0.3706433	51.046253
GTEX-WVLH-3126-SM-3MJGA	1	C1	1 pieces ~6x6mm, adherent focus fibrous tissue encicled	6.6	Pituitary	Pituitary	16-19 hours	BP-28815	RNA isolation_PAXgene Tissue miRNA	08/06/2012	LCSET-2269	11/19/2012	TrueSeq.v1	0.8993039	139779	0.93754554	718	0.91236025	0.7839323	0.26903275	26630	0.6187578	0.87967175	76	38.321877	0.0027592129	291	48610731	100987395	0.062296815	4860202	110688068	17452320	0.65817446	144421	48486396	46374	0.025618844	0	0.1536132	0.56453	0.7152287	62486738	0.0032503393	20305712	7412101	20856560	308	21239651	13901681	0.0030012622	21109702	49.846577	0.043909	0.9254167	839	0.38124222	50.66912
GTEX-WWYW-0004-SM-3PYKH		C1			Blood	Whole Blood	8-11 hours	BP-27705	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/23/2012	GTEx_batch9_EX_001	11/21/2012	Illumina Human Exome SNP Array																																													
GTEX-WWYW-0004-SM-3PZ7I		C1			Blood	Whole Blood	8-11 hours	BP-27705	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/23/2012	GTEx_batch9_OM5_001	11/21/2012	Illumina OMNI SNP Array																																													
GTEX-WWYW-0005-SM-3NB3K		C1		7.3	Blood	Whole Blood	8-11 hours	BP-27850	RNA isolation_PAXgene Blood RNA (Manual)	07/24/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8774891	73981	0.9772302	1295	0.89730114	0.9118254	0.2908797	20452	0.38638684	0.75370574	76	25.184261	0.0035265824	203	19597156	92148262	0.022558026	2332201	102694908	18983856	0.6968617	120082	43682433	108086	0.06411411	0	0.06540481	0.34670535	0.818182	35604876	0.0036629965	20173365	22519365	21048314	222	21497605	21480532	0.0035932835	21575566	50.090496	0.022709996	0.9171132	779	0.6136131	51.06127
GTEX-WWYW-0011-R10A-SM-3NB35		C1, A1		8.1	Brain	Brain - Frontal Cortex (BA9)		BP-29430	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8931514	110308	0.95051306	885	0.9099938	0.8606124	0.29462147	25462	0.68882936	0.815701	76	42.47382	0.003141261	386	67211070	102294298	0.04908396	4947143	112412084	19439880	0.6566865	140999	48638430	66554	0.033558927	0	0.089900695	0.6268304	0.7831519	70463311	0.0031612988	21140537	4808145	21473365	370	22054483	13944309	0.0031510945	22157910	50.11697	0.044008996	0.92683625	831	0.3111707	50.39051
GTEX-WWYW-0011-R11A-SM-3NB38		C1, A1		7.1	Brain	Brain - Cerebellar Hemisphere		BP-29430	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.89254856	158575	0.9422171	811	0.90802467	0.7973745	0.310835	24976	0.7583911	0.91949594	76	49.913662	0.003171006	387	102155165	109853129	0.057496607	3626143	120980336	18694982	0.67632955	138012	52133365	57286	0.031055652	0	0.14484265	0.6886378	0.7240357	83311631	0.0031766451	22559805	6198334	22846292	366	23402904	13688158	0.0031737774	23566434	50.174084	0.029972995	0.92350084	853	0.24160895	50.315475
GTEX-WWYW-0011-R1A-SM-3TW8G		C1, A1		7.8	Brain	Brain - Hippocampus		BP-28513	RNA isolation_PAXgene Tissue miRNA	08/01/2012	LCSET-2622	01/26/2013	TrueSeq.v1	0.93440205	108175	0.95848197	724	0.94231373	0.8721812	0.261514	25924	0.70486635	0.74048257	76	80.77448	0.0024291412	294	78058380	113716448	0.04108368	7774674	120677906	16316650	0.62938005	142934	55221925	51624	0.026992405	0	0.08630084	0.66420525	0.8218683	80154899	0.0025831526	24232682	5961336	24542114	323	24781858	15186072	0.0025055	24808386	50.02675	0.064425	0.9502255	860	0.29513362	50.317204
GTEX-WWYW-0011-R5A-SM-3NB3E		C1, A1		8.5	Brain	Brain - Caudate (basal ganglia)		BP-29430	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.89220583	111466	0.94881654	743	0.90713775	0.84944344	0.2513514	25909	0.57373196	0.787418	76	55.7878	0.0032606833	386	43662445	106500324	0.05088814	8018949	117402590	20087700	0.621443	142802	50609896	58967	0.031326685	0	0.09937305	0.5204539	0.77056223	61102635	0.0031952132	22160611	6454210	22499823	355	23003090	13142429	0.003228487	23124012	50.131073	0.068303	0.9220696	834	0.4262681	50.379772
GTEX-WWYW-0011-R6A-SM-3NB3G		C1, A1		8.3	Brain	Brain - Nucleus accumbens (basal ganglia)		BP-29430	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.89377546	117385	0.9527637	929	0.9097552	0.85933423	0.28428674	25514	0.67758226	0.787196	76	44.65117	0.0032279268	385	66268730	106494685	0.046852507	7307969	117058620	20823008	0.6559326	141247	50685160	72865	0.035151526	0	0.09342944	0.616434	0.78178376	72158908	0.0032102515	22194023	5643375	22566781	380	23103712	14351628	0.0032192443	23236419	50.143192	0.06242999	0.92573476	850	0.32241774	50.416386
GTEX-WWYW-0011-R7A-SM-3NB3H		C1, A1		7.3	Brain	Brain - Putamen (basal ganglia)		BP-29430	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8895204	115079	0.959766	807	0.90675056	0.88245994	0.25259092	25209	0.5720227	0.79733056	76	62.805836	0.0030233208	387	45024937	110101224	0.03998076	10690891	121423932	21030936	0.62359923	140810	52311914	59476	0.032370694	0	0.07730603	0.51868194	0.8001711	62980400	0.003065011	23224840	6043904	23777578	406	24311222	13879652	0.0030437699	24488687	50.181835	0.08804599	0.9239807	830	0.4279773	50.58799
GTEX-WWYW-0011-R8A-SM-3NB3S		C1, A1		6.1	Brain	Brain - Hypothalamus		BP-29430	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8927943	100274	0.9687094	1064	0.9093926	0.89835936	0.26494706	24731	0.51505363	0.78715116	76	32.74216	0.0031200734	384	34537390	104031847	0.031045454	11938821	114397072	19872676	0.6597176	139967	49519699	86035	0.04203551	0	0.07035002	0.46838593	0.81696135	53581981	0.0031418314	22328439	5501703	22949009	389	23397486	12272819	0.003130754	23537846	50.149525	0.104362994	0.9259908	792	0.48494634	50.685295
GTEX-WWYW-0426-SM-3NB31	1	C1	2 pieces ~2mm d.  Clean specimens	6.5	Blood Vessel	Artery - Tibial	12-15 hours	BP-28887	RNA isolation_PAXgene Tissue miRNA	08/07/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.88884175	119291	0.9759617	918	0.9066331	0.8494493	0.31098416	23039	0.65602934	0.7831202	76	37.03255	0.0031971599	291	54072276	94882406	0.023766229	1156422	104653594	18414774	0.61865115	132714	45005352	62930	0.03348163	0	0.12651236	0.5947779	0.7701388	62245643	0.0032601345	19673480	3663282	19990577	262	20583585	16197005	0.0032280292	20669938	50.10466	0.011049998	0.9244244	825	0.34397066	50.399727
GTEX-WWYW-0526-SM-3NB2W	1	C1	2  pieces ~ 8x8mm, one with ~30% interstitial fatty aggregate, delineated	8.7	Muscle	Muscle - Skeletal	12-15 hours	BP-28887	RNA isolation_PAXgene Tissue miRNA	08/07/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8935381	84019	0.9813929	1067	0.9117022	0.9033632	0.2977155	21583	0.5957457	0.7626122	76	32.614346	0.0031664222	248	42155698	93885691	0.018449254	2108586	102978456	18481872	0.6445398	126923	44720810	84859	0.045728415	0	0.07802973	0.5431427	0.82359827	55931996	0.003242984	19728304	3050518	20066267	232	20654175	20459178	0.0032039403	20761038	50.129017	0.020475991	0.92986643	829	0.40425432	50.424637
GTEX-WWYW-0826-SM-3NB2X	2	C1	2pieces ~ 7x7mm, unusually poorly preserved	6.8	Thyroid	Thyroid	12-15 hours	BP-28889	RNA isolation_PAXgene Tissue miRNA	08/07/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.889029	111493	0.9716762	864	0.9058636	0.78540504	0.28877246	24300	0.7182523	0.902241	76	32.980602	0.0033450662	191	57989716	77504469	0.028132608	1185928	85558652	14504554	0.65766555	137330	36738502	59427	0.031953555	0	0.18627115	0.6506386	0.7114698	55667763	0.00336762	16396638	3830625	16582755	183	17040000	11468604	0.0033561334	17180072	50.204662	0.013860994	0.9226981	831	0.2817477	50.282173
