/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_brain_out/counts_brain_tophat_htseq.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_heart_out/counts_heart_tophat_htseq.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_kidney_out/counts_kidney_tophat_htseq.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_brain_out/count_brain.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_heart_out/count_heart.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_kidney_out/count_kidney.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030882_tophat_output/count.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030886_tophat_output/count.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030885_tophat_output/count.txt	/proj/b2010078/PublicDataProject/HPA/count_brain_3b.txt	/proj/b2010078/PublicDataProject/HPA/count_heart_6a.txt	/proj/b2010078/PublicDataProject/HPA/count_kidney_a.txt	/proj/b2010078/PublicDataProject/Wang/brain_counts.txt	/proj/b2010078/PublicDataProject/Wang/heart_counts.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/count_brain.txt
ENSG00000089356	10	7	9	11	6	4	136	27	282	19	18	52	13	8
ENSG00000089472	383	361	63	262	279	71	2942	2334	1493	1582	1165	209	196	251
ENSG00000089486	3184	899	1678	157	43	105	10026	2589	3650	2829	710	1038	2016	324
ENSG00000089505	21	8	11	3	1	9	42	13	39	24	3	8	7	1
ENSG00000089558	132	6	0	16	3	9	150	10	18	66	6	1	66	2
ENSG00000089597	2366	2172	4501	903	1162	1613	7643	10508	19542	5335	2678	4417	1785	1698
ENSG00000089639	143	47	62	54	64	20	232	204	416	393	26	55	35	50
ENSG00000089682	96	31	82	443	519	595	564	1056	699	343	186	252	66	88
ENSG00000089685	12	2	7	0	9	0	48	45	75	19	3	3	3	4
ENSG00000089692	0	11	2	2	14	4	43	10	54	19	29	3	5	4
ENSG00000089693	4508	1676	2932	303	132	146	10118	5987	9855	3791	1036	2103	3466	1349
ENSG00000089723	60	7	26	15	3	17	97	33	196	63	1	26	21	7
ENSG00000089737	4732	1441	1549	5127	2260	1558	22582	12069	9929	5714	3254	2044	3588	1520
ENSG00000089775	76	63	42	62	58	38	363	493	231	269	95	49	32	34
ENSG00000089818	1929	153	270	1736	154	275	9667	1306	2909	2715	432	461	949	87
ENSG00000089820	158	285	352	38	51	22	232	304	810	134	82	208	41	89
ENSG00000089847	1623	8	189	119	2	22	1212	11	149	451	6	73	343	5
ENSG00000089876	131	296	272	222	353	311	1388	3040	1936	515	490	396	58	192
ENSG00000089902	200	194	209	167	178	199	1574	1886	2728	830	317	436	84	116
ENSG00000089916	557	245	301	899	793	832	3582	2629	3389	1907	611	649	320	158
ENSG00000090006	654	13083	790	99	182	69	1275	7884	3805	331	4225	1709	238	2361
ENSG00000090013	349	1841	2102	27	61	61	614	1544	2005	162	396	673	154	422
ENSG00000090020	808	725	585	256	277	212	2027	1140	2157	364	621	430	473	181
ENSG00000090054	468	139	506	253	180	280	3810	1625	5164	1672	402	965	235	108
ENSG00000090060	905	586	1086	2831	3798	2769	7359	12393	16785	4128	1916	2228	517	793
ENSG00000090061	400	341	592	264	371	276	1864	1894	2318	1070	338	387	493	375
ENSG00000090097	1682	937	272	58	64	14	3250	1712	850	4769	580	226	870	433
ENSG00000090104	38	36	6	839	73	66	2258	279	377	287	119	48	12	21
ENSG00000090238	2525	764	476	548	218	140	3159	1742	1362	1034	316	341	1894	663
ENSG00000090263	210	299	352	195	216	129	1658	2781	1748	408	329	453	187	468
ENSG00000090266	691	950	739	530	447	402	3588	7385	6286	907	716	863	504	929
ENSG00000090273	3129	969	1929	3493	2029	1155	9658	4234	6139	1377	776	917	1097	805
ENSG00000090316	1286	932	1484	285	188	225	1589	2011	4331	859	563	945	344	268
ENSG00000090339	24	158	545	72	106	105	1118	622	1273	105	286	141	81	95
ENSG00000090372	1744	955	975	222	168	135	2697	2288	2329	886	412	699	954	549
ENSG00000090376	51	108	34	152	964	217	981	2644	1796	97	162	116	34	153
ENSG00000090382	6	65	51	47	349	85	300	1173	1147	34	310	170	15	173
ENSG00000090402	1	0	0	3	0	0	13	0	0	1	0	7	0	0
ENSG00000090432	441	631	736	45	47	68	1270	2484	3904	527	599	699	226	339
ENSG00000090447	157	62	118	19	15	22	266	85	321	287	47	73	141	30
ENSG00000090470	369	150	167	301	173	212	1178	863	1471	761	220	268	143	82
ENSG00000090487	470	368	1046	76	104	202	2621	3289	7298	1162	619	1146	170	171
ENSG00000090512	3	0	4	1	0	31	10	0	26	1	1	5	3	0
ENSG00000090520	440	188	594	1126	1999	1115	2432	1969	10287	1144	457	569	290	281
ENSG00000090530	44	18	1181	55	179	1346	281	473	18570	125	199	1864	27	34
ENSG00000090534	42	9	101	9	1	24	50	12	191	52	7	53	9	3
ENSG00000090539	1026	275	1557	62	28	55	654	325	1764	575	169	196	179	72
ENSG00000090554	22	54	30	12	20	19	115	119	114	31	18	19	29	39
ENSG00000090565	2252	893	7995	675	244	2232	2999	1696	11335	1576	483	5855	748	377
ENSG00000090581	1504	434	2147	214	102	201	2772	833	2502	1609	300	1055	581	213
ENSG00000090612	102	49	158	334	260	508	959	884	2392	700	141	413	67	29
ENSG00000090615	1853	981	953	737	596	404	4900	4071	6688	1827	807	686	584	368
ENSG00000090621	614	1994	975	971	3000	845	3182	8596	5462	1140	1507	951	363	971
ENSG00000090659	0	61	37	48	438	82	116	2176	539	16	112	17	22	215
ENSG00000090661	640	169	721	91	53	149	1084	401	2050	750	167	556	287	78
ENSG00000090674	562	397	441	52	40	36	605	786	1055	474	186	221	248	187
ENSG00000090686	889	320	491	1300	1081	917	5242	3647	4227	1479	773	736	461	306
ENSG00000090776	133	605	1186	79	152	145	457	1114	4665	198	307	961	53	275
ENSG00000090857	287	530	506	270	209	781	1942	1998	2315	2232	760	1324	249	181
ENSG00000090861	6544	1354	3325	3279	1021	1099	23002	5240	10228	6825	1166	2268	3927	816
ENSG00000090863	2601	1515	4879	3608	2753	2915	11955	7903	13192	4298	2091	3822	1482	943
ENSG00000090889	13	2	2	6	20	7	84	50	41	60	13	10	2	6
ENSG00000090905	1101	926	691	1007	940	1199	5140	3556	5252	2854	1165	1022	399	356
ENSG00000090920	30	18	215	65	178	33	371	853	1011	90	11	710	23	149
ENSG00000090924	70	251	101	30	73	45	381	787	880	360	440	213	50	131
ENSG00000090932	73	0	0	6	0	0	194	0	1	3281	0	2	107	0
ENSG00000090971	678	84	145	33	4	8	888	68	831	284	56	170	337	41
ENSG00000090975	1614	1097	965	290	125	180	1891	1613	2420	872	359	566	651	276
ENSG00000090989	516	158	282	1031	515	573	3042	1986	3250	1931	358	518	229	103
ENSG00000091009	298	231	285	562	417	454	3440	2766	3733	1111	431	617	253	167
ENSG00000091010	1	0	0	0	0	0	1	2	2	1	0	1	0	1
ENSG00000091039	736	175	623	1335	1172	1604	8843	4876	10600	3656	598	2802	421	196
ENSG00000091073	71	169	100	8	23	22	125	155	309	69	61	55	17	24
ENSG00000091106	13	28	5	19	71	16	66	216	158	28	26	10	8	17
ENSG00000091127	125	36	86	274	188	183	730	541	974	295	118	133	54	30
ENSG00000091128	2	2	40	7	8	33	11	50	170	6	16	38	0	5
ENSG00000091129	5627	8	220	3828	39	319	34791	27	4061	10101	10	546	2446	1
ENSG00000091136	546	2111	4507	654	3603	3907	1400	11760	29407	379	2674	4358	123	1325
ENSG00000091137	119	12	587	26	13	136	452	91	1938	84	12	343	27	2
ENSG00000091138	0	0	2	1	2	6	20	5	49	1	0	63	1	0
ENSG00000091140	860	1743	1915	853	1580	1586	7536	23337	13322	2008	2467	2997	441	1780
ENSG00000091157	1755	262	277	1680	375	484	8599	2045	1755	1657	346	431	1124	157
ENSG00000091164	1061	361	449	845	467	464	8881	6440	6590	2357	694	1013	664	356
ENSG00000091181	0	1	0	49	12	5	17	21	0	0	14	5	0	1
ENSG00000091262	22	38	1333	12	11	281	86	85	1287	33	46	1820	2	8
ENSG00000091317	90	94	427	215	228	283	2080	2216	7300	817	377	936	128	109
ENSG00000091409	453	803	2926	1388	1699	3453	5617	7022	11153	1687	1102	2874	366	512
ENSG00000091428	3323	72	148	3903	215	175	14871	820	678	5345	243	165	1723	71
ENSG00000091436	139	2972	97	595	11906	270	3232	81393	3246	802	7340	452	153	4488
ENSG00000091482	7	1161	2	8	1922	0	123	23720	0	9	2392	1	28	3172
ENSG00000091483	829	1926	2000	493	966	716	4522	13028	7446	1093	1873	1763	332	956
ENSG00000091490	399	83	539	302	200	444	1026	459	3020	228	121	724	141	50
ENSG00000091513	15327	208	3	6980	301	92	79384	57	33	15910	25	14	12816	5
ENSG00000091527	1149	882	1353	729	1339	802	10351	16062	14345	3440	1532	1739	753	1144
ENSG00000091536	99	21	17	24	12	9	226	42	85	85	20	14	63	16
ENSG00000091542	1299	1551	1085	857	2134	992	7406	10986	6725	1658	1724	1155	1383	1092
ENSG00000091583	0	2	69	4	162	127	5	7	270	1	0	338	2	0
ENSG00000091592	3622	348	120	919	245	106	11653	768	789	1957	765	202	2405	93
ENSG00000091622	2159	21	132	884	33	39	3536	32	403	894	39	145	910	7
ENSG00000091640	754	1056	1300	995	917	570	2100	3177	2431	808	802	755	372	665
ENSG00000091651	52	14	17	20	14	29	592	254	371	188	85	18	16	12
ENSG00000091656	377	32	10	643	83	58	1768	225	380	1204	35	50	175	21
ENSG00000091664	128	0	0	359	0	0	2547	0	0	90	0	0	78	0
ENSG00000091704	0	1	1	0	0	2	7	6	0	0	1143	7	0	1
ENSG00000091732	105	155	196	45	41	62	452	791	1030	314	208	198	68	115
ENSG00000091831	17	57	129	50	78	176	115	261	527	29	96	236	5	20
ENSG00000091844	38	0	0	90	5	1	147	5	19	105	2	1	8	2
ENSG00000091879	26	12	8	123	579	112	364	550	447	102	215	71	36	45
ENSG00000091947	218	324	893	178	130	329	488	596	2544	384	248	541	115	104
ENSG00000091972	1095	51	75	227	63	83	4856	139	849	1210	170	176	727	14
ENSG00000091986	152	1618	127	785	7841	860	915	8555	4528	3385	2447	264	133	1264
ENSG00000092009	1	9	0	1	1	4	3	44	7	1	6	1	0	6
ENSG00000092010	449	582	1470	351	522	807	2608	4271	11590	854	635	1529	233	482
ENSG00000092020	129	49	64	103	117	98	1923	1393	1589	597	203	172	101	101
ENSG00000092036	40	49	81	6	21	37	245	297	440	173	95	130	15	34
ENSG00000092051	6175	8	36	646	9	9	11601	52	262	3306	2	60	2735	8
ENSG00000092054	100	690175	10	134	328343	48	206	1341982	26	687	32182	7	47	210093
ENSG00000092067	2	0	2	1	1	0	3	1	5	1	0	1	0	1
ENSG00000092068	690	174	7143	446	245	8513	2011	2161	12607	542	154	4791	434	364
ENSG00000092094	521	288	488	230	180	233	1762	636	1430	1728	296	234	116	98
ENSG00000092096	10250	381	672	1318	35	88	14712	506	1693	5376	346	512	5913	125
ENSG00000092098	247	272	315	66	42	66	661	608	743	451	209	204	120	115
ENSG00000092108	365	138	266	1595	1218	1127	2750	2598	4187	1250	407	707	160	169
ENSG00000092140	124	33	54	372	177	178	1213	688	1521	691	160	235	65	23
ENSG00000092148	2345	1440	1434	4941	4085	3531	12619	15678	13653	3802	1975	2784	1341	1069
ENSG00000092199	2881	1242	3068	3050	1956	2307	28296	11579	31044	8304	2977	4941	2116	804
ENSG00000092200	2	6	1	4	1	3	23	46	15	15	8	3	2	9
ENSG00000092201	1612	401	931	1599	888	1050	9958	3837	7202	4171	1022	1450	880	333
ENSG00000092203	1044	797	654	755	653	482	5246	5555	4587	1991	947	914	666	594
ENSG00000092208	69	21	37	164	67	56	457	249	572	176	57	51	50	19
ENSG00000092295	12	34	50	2	2	8	23	24	547	65	30	37	2	2
ENSG00000092330	400	254	430	124	97	127	2147	1539	2654	1160	373	482	359	271
ENSG00000092345	0	0	0	5	0	0	7	0	0	0	0	1	0	0
ENSG00000092377	1	3	0	0	0	3	0	1	1	0	0	0	1	1
ENSG00000092421	1325	183	243	1057	244	394	6904	834	1296	3391	187	297	1588	93
ENSG00000092439	189	228	631	802	1992	2960	1397	7033	7116	952	884	1902	73	342
ENSG00000092445	3860	125	681	811	62	113	6238	322	3276	3485	113	512	1446	39
ENSG00000092470	21	12	13	21	45	39	263	156	304	147	19	34	26	16
ENSG00000092529	209	11	242	3	1	34	660	47	145	285	49	75	124	8
ENSG00000092531	114	114	307	675	1723	1407	1261	1638	2346	536	400	586	85	134
ENSG00000092607	11	19	0	32	24	5	188	201	32	137	36	3	34	26
ENSG00000092621	1806	199	1891	543	61	184	7332	229	1934	3950	294	681	973	39
ENSG00000092758	952	116	8	149	18	8	1223	43	42	251	35	43	414	13
ENSG00000092820	2206	2540	8434	4686	7398	10484	12442	16044	32858	4582	2861	6651	1216	2513
ENSG00000092841	2759	2402	8072	1392	1868	1912	8619	9521	48711	2893	2490	3400	1111	1612
ENSG00000092847	1048	577	478	1245	752	696	5081	3033	3326	1595	635	823	776	299
ENSG00000092850	30	2	9	62	1	18	61	7	32	52	3	25	2	0
ENSG00000092853	32	3	4	59	57	12	135	98	84	37	4	1	14	8
ENSG00000092871	299	59	217	128	52	168	2274	486	1713	806	102	219	284	35
ENSG00000092929	75	186	64	14	24	10	104	333	364	547	433	46	30	86
ENSG00000092931	164	152	68	105	100	63	1424	1580	1195	485	284	210	76	98
ENSG00000092964	16071	2137	705	17189	2321	946	114609	13122	8994	16847	2216	901	15992	1020
ENSG00000092969	223	38	24	568	569	86	5487	417	880	336	111	56	267	34
ENSG00000092978	168	46	124	512	245	334	1278	904	1067	542	151	211	116	43
ENSG00000093000	647	105	492	916	395	560	3799	1840	4945	1639	296	667	368	93
ENSG00000093009	1	6	7	0	3	1	0	22	15	29	2	2	0	7
ENSG00000093010	1251	985	1222	490	372	356	2316	1005	3065	1534	380	734	729	351
ENSG00000093072	170	466	214	108	205	131	997	1444	2126	350	872	288	142	129
ENSG00000093100	6	7	2	0	3	3	8	2	2	6	4	1	1	0
ENSG00000093134	0	2	0	1	4	5	8	23	19	0	4	1	3	0
ENSG00000093144	432	175	835	869	542	1084	4499	2828	5415	1483	539	1922	369	323
ENSG00000093167	621	847	514	939	1910	919	4036	8181	3902	1759	1553	609	339	1065
ENSG00000093183	711	276	420	392	206	221	4379	2558	3929	1675	497	634	432	226
ENSG00000093217	49	8	228	62	24	719	107	47	521	50	19	613	17	8
ENSG00000094631	1082	756	4093	301	143	776	2194	1172	4754	3336	560	2639	412	238
ENSG00000094661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094755	23	15	22	39	23	96	674	161	682	13	11	28	39	11
ENSG00000094796	44	0	0	4	0	0	30	0	0	15	0	0	9	0
ENSG00000094804	46	5	9	37	37	27	47	96	272	61	13	5	27	5
ENSG00000094841	160	107	151	276	147	168	997	997	1451	276	145	186	160	131
ENSG00000094880	211	152	292	420	320	428	1502	1611	2565	1018	297	481	143	150
ENSG00000094914	383	512	568	115	81	156	869	1057	1990	1158	582	414	192	169
ENSG00000094916	1866	559	1086	6291	2391	3562	18139	8272	14603	7488	1192	2036	1942	495
ENSG00000094963	3	410	103	75	1044	218	156	12716	2519	200	1756	682	10	745
ENSG00000094975	316	113	289	1229	955	944	3414	2754	5710	1905	500	771	133	112
ENSG00000095002	426	126	96	589	137	207	2304	1093	2319	927	271	289	189	84
ENSG00000095015	76	91	264	324	333	840	720	938	4013	575	278	744	39	36
ENSG00000095059	1054	570	676	92	32	80	2179	933	1805	1293	305	484	412	212
ENSG00000095066	385	992	1698	119	274	427	446	1490	2443	687	148	743	72	358
ENSG00000095110	0	1	1	13	19	9	4	1	1	1	1	6	0	0
ENSG00000095139	1354	732	1126	4945	6048	3916	8646	10169	13378	3386	1770	1995	919	606
ENSG00000095203	683	124	190	425	159	74	3416	1632	1802	486	365	320	455	124
ENSG00000095209	82	183	187	150	688	571	1674	6651	4292	542	511	1059	84	232
ENSG00000095261	203	104	173	374	230	266	1920	1300	2109	621	222	324	141	73
ENSG00000095303	78	130	64	180	225	112	955	710	1792	270	652	955	124	92
ENSG00000095319	470	679	559	295	289	275	1691	1772	2650	1423	477	484	255	193
ENSG00000095321	1042	1999	2828	124	118	224	2277	4043	3507	779	828	1659	740	1033
ENSG00000095370	430	1203	269	19	41	21	578	1389	991	194	259	206	178	313
ENSG00000095380	227	180	366	238	247	157	1294	1088	1745	230	127	241	196	226
ENSG00000095383	180	42	185	8	23	25	363	103	606	287	25	160	50	20
ENSG00000095397	847	39	167	69	7	23	1470	39	513	443	97	112	327	7
ENSG00000095464	6	5	1	5	1	4	48	9	24	26	8	2	3	2
ENSG00000095485	167	71	112	73	44	65	1462	864	1282	475	134	181	160	48
ENSG00000095539	153	43	467	8	9	48	247	60	510	385	43	282	74	12
ENSG00000095564	525	306	326	582	533	674	2609	1970	3385	2954	927	679	181	133
ENSG00000095574	270	77	133	206	103	122	3502	1769	2515	1298	248	358	217	66
ENSG00000095585	13	4	172	68	19	195	111	35	1953	148	13	301	16	6
ENSG00000095587	99	157	7	72	48	6	626	645	35	69	11	11	57	72
ENSG00000095596	30	3	0	79	0	1	69	0	0	27	1	2	16	0
ENSG00000095627	0	25	11	10	27	25	67	174	77	5	14	23	3	9
ENSG00000095637	1874	9583	396	5369	14774	1132	14370	74451	6590	5700	8853	728	1239	5908
ENSG00000095713	1028	57	42	43	14	17	1347	59	428	1952	178	188	359	26
ENSG00000095739	197	189	236	134	285	138	688	624	1485	323	438	331	120	60
ENSG00000095752	20	0	3	2	1	12	39	11	80	6	0	9	3	2
ENSG00000095777	1	1	11	16	1	16	10	7	77	0	2	23	0	3
ENSG00000095787	2006	915	1182	2608	2413	1885	11396	11804	11848	4976	1702	2153	1056	752
ENSG00000095794	189	255	135	141	311	133	1366	2031	2574	343	237	426	66	113
ENSG00000095906	465	439	620	13	6	17	625	570	1247	450	84	415	198	205
ENSG00000095917	11	12	0	0	2	0	0	18	9	2	2	1	0	7
ENSG00000095932	63	0	8406	1	1	2976	226	0	10015	18	0	7399	35	1
ENSG00000095951	440	191	142	768	376	461	1761	1173	1543	766	324	337	300	103
ENSG00000095970	56	2	9	36	2	0	212	25	188	270	6	3	98	4
ENSG00000095981	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ENSG00000096006	0	0	0	8	0	2	0	2	12	0	12	0	0	0
ENSG00000096060	344	879	1941	987	4717	4748	14432	42223	72320	364	598	4403	365	4907
ENSG00000096063	390	92	294	869	772	965	2665	2016	3575	898	265	689	292	96
ENSG00000096070	1025	491	1019	439	316	663	2431	2590	4104	2086	532	1452	775	402
ENSG00000096080	184	212	309	27	29	17	532	382	642	150	99	180	122	158
ENSG00000096088	1	4	1	0	0	0	19	0	12	2	0	0	0	0
ENSG00000096092	444	35	175	167	6	40	2769	431	1774	786	156	448	214	28
ENSG00000096093	159	69	159	193	77	217	983	405	1512	816	226	226	68	28
ENSG00000096150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096384	19546	8827	8634	18772	13025	6672	105945	52369	76454	24772	12317	10198	8262	3756
ENSG00000096395	1	0	0	0	0	0	2	0	0	1	0	0	0	0
ENSG00000096401	585	234	267	2036	1546	1043	4156	3926	4155	1941	593	669	496	311
ENSG00000096433	295	939	666	143	225	278	578	1018	3769	478	536	553	97	170
ENSG00000096654	229	20	49	609	172	253	681	269	694	413	50	205	96	28
ENSG00000096696	74	7162	3440	2717	35012	9309	915	82645	11986	134	5863	3686	91	8066
ENSG00000096717	297	94	256	321	274	297	2161	1836	2800	1075	370	512	166	129
ENSG00000096746	2427	1088	2205	5985	5011	4204	9494	5889	16320	4050	1140	1507	1286	978
ENSG00000096872	65	28	118	503	298	532	644	647	1664	264	130	351	27	51
ENSG00000096968	144	133	129	938	2402	974	1731	4932	2238	585	258	337	99	248
ENSG00000096996	21	15	11	5	7	2	77	69	71	37	10	16	11	12
ENSG00000097007	1167	864	1202	646	680	532	3617	3595	3589	3190	886	1188	836	644
ENSG00000097021	3506	202	1733	154	16	69	4983	246	1345	861	117	1606	868	38
ENSG00000097033	649	690	726	1300	2621	1205	9413	18731	10552	2457	1722	1603	686	1188
ENSG00000097046	129	4	20	152	45	52	920	127	408	305	8	33	80	12
ENSG00000097096	22	118	53	172	451	419	244	1126	716	66	242	230	14	48
ENSG00000099139	109	130	459	296	341	564	582	603	1142	269	336	432	42	49
ENSG00000099194	14228	1530	355	7803	791	411	100536	821	1100	36146	287	472	17534	105
ENSG00000099203	63	148	277	2	10	8	103	165	295	108	58	166	14	47
ENSG00000099204	2443	12730	2418	2434	8759	2469	18634	115750	13058	9077	11824	3533	1419	8337
ENSG00000099219	639	410	1191	451	208	799	3804	2364	11917	1642	705	2021	554	147
ENSG00000099246	982	380	530	2221	778	857	14198	8574	11350	3825	1160	1635	759	616
ENSG00000099250	300	1284	2161	488	1614	2263	2038	13146	20060	463	2843	2074	178	1251
ENSG00000099251	29	5	11	10	0	8	197	37	108	241	21	24	7	4
ENSG00000099256	199	36	33	176	35	22	2465	304	294	1263	177	62	187	29
ENSG00000099260	46	843	63	544	3112	275	839	10634	1281	183	1088	162	118	1257
ENSG00000099282	756	138	222	86	13	37	2620	473	1190	673	99	264	679	74
ENSG00000099284	244	174	200	40	22	40	417	553	1095	708	203	206	160	141
ENSG00000099290	63	61	76	24	9	22	326	561	237	434	727	195	11	26
ENSG00000099308	5682	144	501	653	34	73	7082	319	1211	2356	116	356	3414	52
ENSG00000099326	490	480	385	24	50	78	601	316	1119	553	130	230	97	50
ENSG00000099330	180	97	535	21	28	39	522	403	1039	130	94	319	96	75
ENSG00000099331	1690	985	537	402	376	168	3293	2325	2284	2088	503	502	691	400
ENSG00000099337	17	115	35	3	46	20	77	394	464	27	69	24	8	45
ENSG00000099338	47	11	37	60	18	29	353	58	156	43	15	25	22	10
ENSG00000099341	1814	2032	1517	588	874	427	3642	9700	6291	1189	1667	1219	711	1621
ENSG00000099364	1229	128	266	186	29	42	1195	213	775	418	33	209	704	110
ENSG00000099365	8726	53	66	4465	27	48	15329	46	129	2954	58	17	4755	15
ENSG00000099377	42	78	571	14	22	82	183	318	1975	69	67	293	21	41
ENSG00000099381	573	475	537	190	180	209	1012	978	1366	854	277	473	381	229
ENSG00000099385	137	280	403	47	51	66	320	734	1082	161	98	209	80	154
ENSG00000099399	0	1	0	0	0	0	0	0	0	4	1	0	0	0
ENSG00000099617	30	0	26	2	0	3	27	0	21	107	1	0	23	0
ENSG00000099622	5856	2463	5305	2282	1542	1541	29935	9353	10735	14577	3833	3993	3516	1825
ENSG00000099624	1506	4504	2566	14	13	15	1337	4556	3044	381	464	868	472	1040
ENSG00000099625	852	35	68	15	3	2	201	33	62	262	9	28	152	15
ENSG00000099715	102	5	1	256	1	10	31	14	25	14	3	3	42	1
ENSG00000099721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099725	53	115	1	14	56	24	16	443	74	0	170	1	10	31
ENSG00000099769	5	7	10	0	0	0	18	6	14	7	0	6	2	1
ENSG00000099783	2245	1515	2445	3194	2703	2391	10444	8197	14611	2973	1079	2193	1306	1454
ENSG00000099785	775	940	389	43	70	40	2812	2885	1265	444	537	300	494	501
ENSG00000099795	1224	3249	2451	151	131	181	893	2557	1726	434	552	751	352	1132
ENSG00000099797	1731	714	1702	345	87	183	7302	1880	3918	1807	680	1313	1804	395
ENSG00000099800	869	767	1575	277	163	197	738	971	1627	463	164	534	199	277
ENSG00000099804	1214	1039	898	87	67	22	1186	1821	1084	581	325	303	419	446
ENSG00000099810	98	109	105	199	202	287	1078	1172	1758	524	198	269	87	57
ENSG00000099812	8	1	610	4	0	29	25	0	749	5	1	342	1	0
ENSG00000099814	4743	499	1176	334	68	86	4701	875	2694	913	147	769	2055	241
ENSG00000099817	2196	1446	2957	148	72	120	2824	2352	4094	1222	680	1418	1106	920
ENSG00000099821	1105	1417	1394	26	19	44	1321	1362	1734	600	236	797	274	227
ENSG00000099822	2459	297	48	186	5	1	3730	708	114	1063	380	29	572	77
ENSG00000099834	17	5	8060	5	2	443	89	10	3076	16	1	3717	2	2
ENSG00000099840	141	66	61	7	0	0	228	11	85	178	23	42	16	1
ENSG00000099849	101	48	814	5	0	13	101	76	1875	28	15	556	44	28
ENSG00000099860	208	467	1860	2216	1665	903	4887	1913	5341	527	951	789	907	476
ENSG00000099864	4561	570	1323	410	150	256	5501	866	1815	1340	174	1316	1865	277
ENSG00000099866	58	5	9	0	0	0	88	1	4	40	0	6	14	0
ENSG00000099869	0	3	0	0	2	0	4	0	1	3	2	1	0	2
ENSG00000099875	747	2776	2279	68	167	86	1297	10062	5897	613	699	1529	487	1960
ENSG00000099889	681	657	575	42	18	39	533	491	621	641	171	362	89	157
ENSG00000099899	427	325	410	52	33	28	518	334	867	692	223	221	139	94
ENSG00000099901	602	177	408	180	73	81	2914	1232	2366	1107	192	392	352	163
ENSG00000099904	1126	842	582	57	18	17	693	777	1003	631	268	359	405	155
ENSG00000099910	807	655	588	94	59	108	862	592	1143	737	264	351	288	142
ENSG00000099917	1424	979	1300	161	103	107	2629	1684	2756	1322	588	590	650	322
ENSG00000099937	6	6	0	52	16	22	204	28	8	0	10	0	7	1
ENSG00000099940	464	244	435	267	187	185	2636	2877	2619	1236	570	512	384	368
ENSG00000099942	1737	826	667	1070	667	456	9200	6910	5344	4468	1059	887	1033	413
ENSG00000099949	1278	853	1477	224	106	116	1500	895	2544	1571	472	699	485	238
ENSG00000099953	8	110	15	3	9	3	25	175	43	3	47	23	2	39
ENSG00000099954	214	129	45	164	68	60	1018	514	102	1190	124	43	113	101
ENSG00000099956	1053	438	1265	630	364	442	2771	1673	3287	1693	494	811	463	413
ENSG00000099957	210	76	9	19	4	2	386	69	104	351	97	13	66	18
ENSG00000099958	15	36	11	1	6	4	45	25	253	12	51	19	11	10
ENSG00000099960	107	16	0	12	0	0	89	0	13	56	13	3	31	1
ENSG00000099968	642	824	1243	1160	1226	1405	4591	9564	6276	1817	786	1413	444	1023
ENSG00000099974	11	46	49	3	7	33	47	58	301	46	34	66	6	8
ENSG00000099977	11	45	37	2	3	20	116	233	379	55	34	159	4	3
ENSG00000099984	73	9	3	0	0	0	17	4	13	122	58	40	4	1
ENSG00000099985	0	6	5	9	0	1	78	11	56	57	11	3	4	2
ENSG00000099991	1322	993	1454	255	157	294	2462	1890	3845	1874	615	1088	955	419
ENSG00000099992	153	66	316	14	32	80	256	205	791	543	44	200	61	41
ENSG00000099994	26	135	4039	9	45	165	132	215	802	20	111	3235	32	53
ENSG00000099995	1958	1271	1828	734	534	728	6676	5752	7213	5002	1116	1691	1844	1018
ENSG00000099998	168	414	387	21	43	32	751	1664	3865	233	249	584	192	433
ENSG00000099999	306	136	133	53	13	24	642	279	578	526	120	158	96	45
