ENSEMBL_ID Gene_ID EoGE_brain EoGE_heart EoGE_kidney Atlas_brain Atlas_heart Atlas_kidney BodyMap_brain BodyMap_heart BodyMap_kidney HPA_brain HPA_heart HPA_kidney AltIso_brain AltIso_heart
1983 ENSG00000092098 RNF31 34.9284 37.3795 47.5638 7.59105 5.73356 9.37727 19.1634 9.41206 15.0814 29.7433 15.576 17.8433 27.1027 21.7913
11951 ENSG00000166153 DEPDC4 1.19825 0.175413 1.18642 1.51426 1.67596 3.51678 1.16841 0.322827 0.851612 2.14369 0.299526 2.09026 0.404488 0.15514
4969 ENSG00000119535 CSF3R 1.87142 7.79548 3.8172 1.62843 2.4011 0.3297 2.42951 1.43321 1.87283 5.80202 4.99222 0.737244 3.39475 2.42954
2777 ENSG00000103023 PRSS54 2.88273 0.787629 0.566498 0.501495 0.0635255 0.0623113 1.65571 0.182423 0.293509 2.04898 0.895777 0.728831 5.07777 0.447607
15255 ENSG00000180998 GPR137C 4.53492 0.292935 0.155278 4.76615 0.460368 0.543704 7.74014 0.336159 0.385363 6.85023 0.560661 0.36421 2.58595 0.220172
5430 ENSG00000123349 PFDN5 270.475 237.514 434.087 99.6152 95.2969 58.8148 295.435 154.679 323.751 206.8 239.983 295.013 220.141 172.416
17347 ENSG00000189337 KAZN 24.7746 1.05839 13.1926 6.33901 1.72962 3.43428 16.7032 0.956812 6.01509 22.6888 5.67038 14.0125 24.8018 1.22164
313 ENSG00000011677 GABRA3 16.4822 0 0.0181449 13.8176 0.0571308 0.0190129 8.31434 0 0 11.568 0 0.0944647 17.2469 0.15011
15424 ENSG00000181938 GINS3 2.82221 5.08415 2.45 1.16035 2.53307 1.72194 60.7096 4.82479 21.1183 12.8828 3.63129 0.867501 6.62463 6.59544
3107 ENSG00000105298 CACTIN 15.3706 9.58803 12.1686 1.03289 0.791828 1.67592 2.93748 1.91674 3.58262 9.37263 2.42992 5.91628 8.80536 4.27045
2336 ENSG00000100429 HDAC10 20.2423 12.647 18.0208 0.115475 0.203434 0.586028 2.62592 0.934045 3.61863 12.2031 5.88566 9.51037 4.67045 2.54015
17011 ENSG00000188076 SCGB1C1 0 0.264641 0 0 0 0 0 0 0.337593 0 0 0.542463 0 0
6026 ENSG00000127920 GNG11 4.37266 8.96764 11.1051 2.30507 3.04604 2.98777 17.1652 61.7488 48.6364 8.17841 46.099 35.3957 6.45306 30.6782
9133 ENSG00000147684 NDUFB9 228.904 326.269 442.913 53.5107 70.564 61.6191 205.265 285.068 263.382 99.1993 234.675 206.252 177.121 377.71
14659 ENSG00000177947 ODF3 0.114932 0.145002 0.126474 0.0361221 0.0150724 0.113007 0.140963 0 0 0.0153878 0 0 0 0.118981
983 ENSG00000066336 SPI1 7.79833 10.215 15.6873 2.053 3.51139 2.24171 5.09969 3.47872 4.20158 4.41773 2.09008 2.48152 11.167 12.7463
4894 ENSG00000118705 RPN2 28.1674 51.9716 104.267 43.3344 63.9061 65.2319 20.2817 30.907 84.7137 57.7621 42.712 81.5875 25.6643 32.3029
4940 ENSG00000119314 PTBP3 2.48374 1.58083 4.14448 15.5399 11.1467 25.005 4.27501 3.76483 19.3693 4.455 4.14133 17.2801 2.04716 1.07599
13345 ENSG00000171729 TMEM51 3.64503 1.8024 26.6264 0.384917 0.314232 2.32231 0.870108 0.991298 12.7959 2.73302 2.05064 18.0944 1.04966 1.22245
5279 ENSG00000121988 ZRANB3 1.02864 0.408204 1.00457 5.11335 1.27681 2.91222 2.46236 1.24513 2.25839 1.50905 0.896877 2.58725 1.73782 0.830648
3235 ENSG00000105829 BET1 3.1005 3.77592 4.77375 3.08839 2.17959 4.82301 4.95982 5.472 19.337 10.486 6.0384 12.3084 3.41772 2.1004
13807 ENSG00000173757 STAT5B 15.7266 10.9034 17.7849 26.1156 15.7212 14.525 12.4456 8.02882 13.7873 21.4392 16.2067 21.5851 10.4992 7.24452
16915 ENSG00000187758 ADH1A 0.190274 4.67256 1.26308 0.385283 9.50238 3.19716 0.0971585 2.60239 1.45084 0 1.02192 0.585405 0.112655 11.0039
12030 ENSG00000166428 PLD4 11.3998 0.561478 1.49666 1.24155 0 0 1.48201 0.0244387 0.135519 3.16773 0.171624 0.662427 10.2178 0.40264
3179 ENSG00000105617 LENG1 9.95378 4.72766 10.9161 9.82939 8.43487 5.03332 2.90049 1.59589 3.36204 2.82418 2.86516 4.93975 5.2858 4.65511
20644 ENSG00000204464 C1orf195 0 0 0 0 0 4.51614 0 0 0 0 0 0 0 0
13392 ENSG00000171903 CYP4F11 2.30942 0.120395 30.7902 2.22151 0.199765 3.56634 5.20849 0.127289 5.757 2.3125 0.0457995 13.853 1.94636 0.0204958
22637 ENSG00000211584 SLC48A1 68.6749 12.8245 30.3972 5.09977 2.69525 4.73152 26.1585 6.48725 18.991 46.8137 9.9461 23.1866 61.6874 7.38831
8786 ENSG00000145242 EPHA5 7.19595 0.0183053 0 25.2184 0.30643 0.0522759 6.71917 0.0452175 0 3.16765 0.234652 0.0443818 3.06887 0
7757 ENSG00000138382 METTL5 19.2464 27.9106 15.5826 32.1121 35.1161 22.1503 29.8818 27.0151 36.6309 24.6609 20.6751 21.3345 29.9404 25.8281
9577 ENSG00000151704 KCNJ1 0.0497373 0.0505342 48.0671 0.0271142 0.0869224 30.6243 0.197468 0.0480206 141.817 0.0375618 0 116.557 0 0
9084 ENSG00000147402 GABRQ 2.23495 0 0.0106566 4.21654 0 0.0352873 2.09313 0.0100676 0.0289243 2.03198 0.0219331 0.0722873 0.305828 0
4617 ENSG00000116337 AMPD2 51.8053 15.4988 15.6251 10.2716 1.4038 0.916398 13.771 1.9199 8.17279 24.0169 10.4367 15.1301 48.4795 4.238
14662 ENSG00000177963 RIC8A 51.524 52.0797 78.6635 10.7877 8.90003 13.5243 14.4993 14.2768 26.1863 32.8138 23.9964 28.0557 48.482 56.9754
5340 ENSG00000122565 CBX3 29.2709 7.44279 30.5683 21.0871 16.1412 21.9609 53.8569 29.1476 70.2908 80.2631 34.3129 48.8838 20.2622 16.9856
5961 ENSG00000127249 ATP13A4 11.2681 0.0734388 0.636806 6.42443 0.118458 0.252013 10.3563 0 0.307766 17.6 0.0460694 0.305945 3.83071 0
11881 ENSG00000165886 UBTD1 4.48996 13.4168 10.9942 0 0.14287 0.196191 3.32938 4.20882 5.51595 4.64917 4.63905 9.06345 3.36285 6.80513
16525 ENSG00000186111 PIP5K1C 50.9602 17.8787 11.4668 1.71914 0.88512 0.666806 9.49148 5.61432 5.24733 13.1764 7.90597 9.79438 26.4399 7.56039
11890 ENSG00000165915 SLC39A13 14.8258 27.7422 47.6322 1.28949 2.6552 3.40488 3.08223 5.77902 22.499 13.7416 17.6034 33.2672 4.26576 9.85634
11588 ENSG00000164692 COL1A2 3.09298 152.279 18.2414 10.7999 65.4049 13.1967 3.45374 39.5601 57.4345 3.65265 109.851 22.2992 2.27294 40.9549
5109 ENSG00000120457 KCNJ5 0.215103 3.74512 0.621581 0.779232 1.23602 1.19666 0.666696 1.25099 1.9186 0.636426 2.53185 1.88313 0.497214 1.43972
16663 ENSG00000186628 FSD2 0.1929 19.8462 0.125186 0.2322 20.4746 0.678373 0.4251 20.2112 0.418814 0.85273 32.3461 0.138934 0.413204 22.807
8843 ENSG00000145692 BHMT 1.23249 0.227735 524.56 2.10221 2.4174 1424.18 0.249535 0.0549817 50.9868 0.0872756 0.0610857 770.503 1.00937 0.350104
6169 ENSG00000129103 SUMF2 51.0596 27.1584 138.021 27.4414 17.7532 23.5267 36.2675 12.5477 52.4658 56.9287 20.7533 112.085 45.6784 17.052
4962 ENSG00000119471 HSDL2 10.7425 38.362 36.159 55.2264 102.886 61.5637 24.6406 103.595 32.8028 27.6783 33.6878 62.3487 9.61792 61.9719
13916 ENSG00000174370 C11orf45 0.574631 5.75265 0.458559 0.695395 0.263706 0.234022 0.135404 0.956339 0.418775 0.609914 1.21956 0.665033 0.223724 1.03164
7284 ENSG00000136021 SCYL2 8.45422 3.23973 13.5893 21.6635 12.6589 15.2843 8.32354 9.16213 16.6417 11.8618 7.67541 14.9516 8.44745 5.17664
1397 ENSG00000077274 CAPN6 0 0.0526179 0.548282 0.235863 0.0087235 1.27724 0 0.0177691 3.48318 0 0.156629 3.07128 0 0.0179922
10103 ENSG00000156232 WHAMM 2.75697 1.8821 3.28032 5.95713 3.09808 4.59228 6.84997 2.45335 3.61755 4.28635 2.66098 3.93665 2.22783 1.24253
8165 ENSG00000141030 COPS3 37.7447 25.1009 37.0479 24.3475 26.531 16.2666 36.6835 31.0644 24.2667 27.8842 22.9844 25.0416 66.8042 45.2822
5111 ENSG00000120471 TP53AIP1 0.357161 0 0.431815 0.296066 0.0355852 0.22961 0.756205 0.0873415 0.62628 0.166065 0 0.157889 0.567674 0.0719974
1715 ENSG00000086300 SNX10 44.4105 0.259638 42.5803 51.9253 2.88258 28.815 49.0968 1.32225 50.8091 17.7699 0.891649 21.1057 11.6048 0.292108
11610 ENSG00000164764 SBSPON 0.131306 0.815339 5.16772 0.484826 0.434708 1.43633 0.68047 0.662108 11.3836 1.18175 1.00626 5.6376 0.273041 0.252559
32357 ENSG00000230185 C9orf147 0.821883 0.27003 0.780768 0.766176 0.265522 0.448182 0.349015 0 0.14216 0.871671 0 0.762483 0.318827 0.337403
12319 ENSG00000167608 TMC4 2.82966 6.11963 64.46 1.06079 2.07549 9.56211 1.91664 0.788333 18.6731 0.657823 3.48487 26.7501 1.42157 0.649222
5337 ENSG00000122548 KIAA0087 0.0853607 0.0144616 0.14042 0.0586734 0.0247867 0.13344 0.294522 0.0769133 0.188805 0.247047 0 0.123054 0.156045 0.0734506
2894 ENSG00000103942 HOMER2 12.1104 27.3507 6.63335 67.8285 49.7835 21.912 6.43182 12.2985 4.35159 9.22486 9.45904 9.01746 7.89636 20.6891
26054 ENSG00000222004 C7orf71 0 0 0 0 0.0980023 0.12016 0 0 0.00706309 0 0 0.0404088 0 0
13129 ENSG00000170873 MTSS1 32.2184 17.9011 24.4803 17.8767 12.5396 20.4926 14.5325 8.79414 18.8218 37.2174 17.5302 24.9665 18.4777 8.49447
11328 ENSG00000163873 GRIK3 6.55805 0.444076 0.0500431 4.71305 0.202955 0.0236805 2.08963 0.226807 0.0124714 10.7164 0.623925 0.048612 2.85519 0.167935
9119 ENSG00000147604 RPL7 246.21 176.622 543.139 38.9872 91.1763 68.835 400.196 246.858 587.086 766.3 572.435 1212.6 215.196 165.67
11715 ENSG00000165185 KIAA1958 2.72274 0.827047 3.28075 1.0283 0.439918 1.81036 2.42719 0.674027 2.70078 3.27386 0.521054 6.23301 1.94336 0.323486
157 ENSG00000006712 PAF1 59.4564 29.3554 60.3197 19.506 7.42837 23.0063 24.9052 11.1922 19.9207 20.675 19.6555 24.2611 47.9997 27.0572
6988 ENSG00000134460 IL2RA 0 0.146716 0.128535 0.258682 9.81783 0.90503 0.0689843 1.20739 0.228404 0.0549431 0.111027 0.120212 0.500627 0.994119
7777 ENSG00000138468 SENP7 4.2886 1.85474 4.75926 4.75812 4.78198 6.98232 8.75594 4.04159 10.6346 16.0629 5.36261 6.44418 3.06835 1.94586
4522 ENSG00000115677 HDLBP 252.807 315.765 447.891 561.433 845.993 429.67 68.6756 85.7918 130.163 67.8438 98.4779 120.826 262.227 396.813
9172 ENSG00000148153 INIP 17.1224 3.25464 12.225 18.1482 7.68835 22.0784 14.7667 4.48681 12.2412 10.6196 4.71797 12.2133 8.42361 5.02067
12628 ENSG00000168765 GSTM4 30.4487 23.6882 84.8404 9.11192 7.30762 8.7384 20.201 13.562 20.7221 16.0839 14.0601 31.9174 26.1764 14.1591
75 ENSG00000005020 SKAP2 13.1341 1.05635 21.2199 28.1476 14.3648 36.4633 8.20857 2.55981 20.3278 6.26794 4.84616 21.7073 9.06903 3.12981
8370 ENSG00000142621 FHAD1 0.696349 0.0502499 0.550302 2.54191 0.405563 0.983629 1.08441 0.345974 1.05877 0.638983 0.0983144 0.940023 1.06789 0.175636
11185 ENSG00000163479 SSR2 40.532 61.6113 119.765 13.3877 31.4074 47.2546 27.1696 29.3381 98.7744 81.6646 49.9239 96.8065 64.7334 36.9469
4893 ENSG00000118702 GHRH 0.343151 0 0 0.456116 0.332154 0.162895 0.35711 0.282786 0 0.257151 3.07813 0 0 0.701479
3105 ENSG00000105289 TJP3 0.928461 0.114567 14.4257 0.243569 0.316041 2.3523 0.430461 0 5.30025 0.987992 0 5.18638 0.725326 0
7559 ENSG00000137411 VARS2 29.8812 10.0064 42.5582 4.11934 2.17962 4.03052 6.40918 4.61442 6.67587 30.6594 6.23676 15.8928 12.5313 9.77662
10527 ENSG00000159650 UROC1 0.114714 0 0.0251598 0 0 0 0.0509437 0 0 0.104611 0 0 0.0554632 0
9175 ENSG00000148158 SNX30 17.4499 0.921326 26.3615 30.8771 5.49243 29.036 12.8417 1.0207 4.51478 7.73246 1.3219 18.4273 5.90751 0.440766
2542 ENSG00000101363 MANBAL 49.2627 15.1134 38.1717 8.9883 3.59128 7.02654 25.4289 7.94743 22.6118 39.9913 17.7994 38.6432 37.6332 9.74839
11355 ENSG00000163946 FAM208A 8.87954 2.74008 4.9437 20.2581 22.9619 25.7827 16.5613 8.07573 17.8563 16.0102 5.86577 14.9216 6.79377 3.41816
1398 ENSG00000077279 DCX 1.10564 0.00664042 0.00716416 5.69074 0.0145073 0.0266342 0.933508 0.042784 0.0510631 13.0283 0.00735564 0 0.785347 0.0301281
18052 ENSG00000197930 ERO1L 9.49736 2.00087 7.05619 6.47743 9.4485 5.33181 14.0977 6.75256 13.9493 11.1763 3.57806 9.82711 5.28017 2.84378
4961 ENSG00000119457 SLC46A2 0.0536288 0.210325 0.0831514 0.0945739 0.0186836 0.396688 0.184529 0.0310337 0.0376532 0.156543 0.0792058 0.0619427 0.124844 0.0263311
51801 ENSG00000259529 RNF31 0.275341 0.463966 0.309681 0.178288 0.218044 0.169414 0.720215 0.485111 1.07796 0.349649 0.208488 0.152463 0.596636 0.217108
20944 ENSG00000205236 UPK3BL 1.76699 1.09336 0.409743 0.0232926 0.0300749 0.0546967 0.137825 0.0175779 0.0705792 0.633548 0.130832 0.649954 0.232561 0.0729095
6114 ENSG00000128607 KLHDC10 20.9449 11.1171 20.7696 19.7102 7.52173 8.99336 9.6033 7.12315 7.79844 13.2872 7.02628 16.5022 11.5443 4.61411
7440 ENSG00000136866 ZFP37 1.16859 0.46814 0.324494 1.55814 0.364558 0.932132 1.29981 0.544075 1.57765 4.81968 0.619156 1.46212 0.781927 0.177775
17598 ENSG00000196616 ADH1B 0.0791971 113.843 19.2832 1.01089 30.4594 10.8021 2.3797 72.7984 29.4585 0.530064 115.103 53.745 0.368596 45.2902
48958 ENSG00000255639 RP11-234B24.6 4.16677 48.7418 28.359 0.565879 0.28431 1.52641e-79 0.244541 0.143167 1.14354e-35 0.81215 0.146948 2.82974e-118 3.12355 14.4107
7065 ENSG00000134909 ARHGAP32 27.0328 0.950684 4.66055 15.8758 0.500755 3.19107 19.2349 0.724229 2.49529 17.5844 2.05805 8.10378 19.1473 0.531716
2872 ENSG00000103550 C16orf88 16.6839 1.89823 7.52457 9.10911 4.29284 5.31088 4.37952 0.793453 2.74217 8.86765 4.23694 4.52195 11.1615 1.65397
8159 ENSG00000141002 TCF25 241.954 85.8368 183.638 267.668 53.5417 53.6811 91.7093 20.5845 37.0677 75.6187 44.5307 65.7634 242.983 78.976
7441 ENSG00000136867 SLC31A2 3.9807 1.08385 1.93544 0.226982 0 4.55437e-32 2.48605 0.216503 0.258421 2.77429 0.211557 3.23166 2.03578 1.4008
11816 ENSG00000165630 PRPF18 6.07038 1.50799 8.63768 23.589 12.3635 16.505 8.60566 5.85482 11.9105 9.99828 6.8145 11.961 4.46487 3.91602
17768 ENSG00000197122 SRC 18.7974 3.72817 26.8102 8.76553 3.23587 8.0527 3.71889 0.98805 8.56449 16.4935 4.24658 17.2318 11.2013 2.92531
6271 ENSG00000130035 GALNT8 26.9166 1.11701 0.209241 6.80041 0.25374 0.107378 10.7418 0.526055 0.100593 4.62669 2.41727 0.0533602 17.9467 0.442984
23856 ENSG00000213928 IRF9 42.2862 35.3733 108.787 15.034 6.29686 9.31099 28.809 18.9491 68.1141 44.4065 15.7974 28.1395 37.9961 26.7536
11891 ENSG00000165916 PSMC3 133.457 83.2348 126.28 71.6889 66.8335 38.7792 76.2606 52.0628 51.5628 63.6648 61.414 71.4245 58.0386 70.3097
579 ENSG00000040633 PHF23 20.4707 6.41374 20.8177 3.77333 1.83424 3.384 8.34647 4.99077 19.3913 17.2875 6.09855 14.7015 16.1468 9.64634
8785 ENSG00000145241 CENPC1 3.33863 0.808005 2.43742 18.8238 14.8348 18.3897 4.51383 3.4181 3.83144 8.07203 3.8667 5.96982 1.47411 0.810432
17789 ENSG00000197172 MAGEA6 0 0 0 0 0 0 0 0 0 0.122129 0 0 0 0
23560 ENSG00000213366 GSTM2 26.4905 54.6953 32.815 27.3772 8.21781 14.3246 21.1947 22.0359 15.1502 57.2621 58.602 30.7015 16.3887 15.6433
9490 ENSG00000151079 KCNA6 6.35351 0.467945 4.16272e-148 1.03162 0.0251172 0 4.07456 0.140698 0.0301085 5.89329 1.43143 0.084874 4.76556 0.210094
3916 ENSG00000111262 KCNA1 9.69759 0 0.23316 1.84291 0 0.010843 23.9373 0 0.019038 2.44498 0.00840891 0.00926873 12.6974 0
5897 ENSG00000126561 STAT5A 5.20373 14.7787 20.1433 1.74245 2.38238 2.0927 3.53943 3.21588 5.60699 2.52513 7.95428 13.8372 4.17759 5.60812
13219 ENSG00000171204 TMEM126B 27.4474 10.1385 26.9616 35.5961 29.257 47.336 42.8488 24.9012 46.1933 34.2144 21.7704 40.4002 23.5999 28.1155
16369 ENSG00000185567 AHNAK2 12.9122 0.778356 0.472373 34.1061 13.6 4.87572 7.8743 0.64252 1.45126 1.4058 0.244561 0.451182 9.2528 0.816158
12834 ENSG00000169612 FAM103A1 7.31192 2.1236 7.10707 5.30325 7.22034 6.05358 10.8596 5.41782 9.37264 10.2591 5.56804 7.34976 9.26503 5.20197
6272 ENSG00000130037 KCNA5 1.70199 3.59324 0.789688 1.54861 4.34073 0.253246 1.30803 1.64785 0.906155 0.914487 21.2945 1.26001 2.0993 1.66016
13968 ENSG00000174628 IQCK 8.18772 2.54926 17.6637 14.228 3.75339 7.87585 14.0794 3.61404 14.4474 16.179 6.09974 17.7548 7.77033 1.13894
3269 ENSG00000105991 HOXA1 0 0 0.211014 0 0 0.139388 0.0151523 0.0587487 0.327765 0.0242218 0.0859608 0.585992 0.0387232 0.0261605
15767 ENSG00000183305 MAGEA2B 0.0192485 0 0 0 0 0 0 0.0409881 0 0.0290828 0 0 0 0
11882 ENSG00000165887 ANKRD2 1.74293 23.5065 2.54781 0 6.57552 0.193989 0.244066 49.1814 2.94286 0.422947 3.08214 4.36267 1.12663 131.304
1288 ENSG00000074660 SCARF1 2.55496 10.4264 7.0117 0.412825 0.546248 0.7153 1.26629 2.01388 2.89533 2.55857 3.91787 3.99641 0.640269 2.6685
4942 ENSG00000119321 FKBP15 8.49365 8.83071 11.1305 5.98894 8.03306 6.56945 6.96609 4.34575 6.46165 11.2987 6.38513 9.09562 5.86628 3.09002
5184 ENSG00000121039 RDH10 2.3109 4.48377 28.7705 22.5783 17.0942 60.3859 3.4363 5.18643 20.0856 5.16871 2.60167 40.1396 2.02767 3.36398
11329 ENSG00000163874 ZC3H12A 0.149131 1.44083 3.03187 0.118212 0.784448 0.361104 0.60759 0.878242 1.20789 0.742668 3.19119 1.02546 0.179528 1.14693
10691 ENSG00000160803 UBQLN4 24.1497 10.9542 15.1254 5.36725 2.56932 4.15055 17.514 8.47105 12.7441 29.0632 9.32454 12.6311 34.0212 10.465
12833 ENSG00000169609 C15orf40 13.1631 9.11272 25.3887 4.04711 3.98858 5.02653 8.61158 3.24793 9.11657 11.0803 4.82369 16.8729 12.138 4.86473
7957 ENSG00000139637 C12orf10 53.853 21.7297 56.7844 14.0111 2.33986 6.25254 25.6222 6.59518 25.7518 22.3877 11.5231 26.1453 43.4599 10.7983
8306 ENSG00000142082 SIRT3 42.1755 28.2597 58.7127 1.57989 1.35822 2.52873 14.4666 11.656 8.50748 22.9069 13.2366 17.8204 26.408 22.2291
13218 ENSG00000171202 TMEM126A 15.2451 22.8244 13.0929 1.22851 3.60429 2.63637 23.342 40.3995 27.657 18.4908 33.5002 19.8445 13.601 21.2282
41234 ENSG00000241935 HOGA1 1.20464 5.95389 119.212 0.478737 1.59758 7.76928 2.55146 3.425 15.4413 9.55358 3.00844 52.4834 1.65452 3.08222
2356 ENSG00000100519 PSMC6 47.4553 26.5534 38.7273 71.6876 110.406 74.1272 54.6259 41.911 51.0967 52.4501 33.7231 52.8598 40.6392 32.7909
5214 ENSG00000121351 IAPP 0.107668 0.0336682 0.0072554 0.0940751 0.262143 0.255557 0.685003 0.345755 0.559363 0.0250172 0.0760446 0 0.235538 0.218318
60767 ENSG00000268965 AC061992.1 2.92952 0.270716 0 0 0 0 0.070379 0 0 1.00543 0 0.276395 5.33103 0
287 ENSG00000011132 APBA3 9.03389 12.0655 14.5303 0.649823 0.640963 0.497994 1.19255 1.45043 4.44209 8.68082 2.79349 7.15521 3.25127 2.05922
60281 ENSG00000268470 AC016182.1 0.186383 0 0 0.145432 0.0970025 0.166824 0.333226 0.151496 0.130133 0.121642 0 0 0.370951 0.0691668
8374 ENSG00000142634 EFHD2 76.3449 6.78804 16.7711 11.4813 4.11887 3.24131 25.7828 3.3837 6.55961 12.6347 2.81502 10.2436 34.9174 10.5375
11330 ENSG00000163875 MEAF6 53.0813 9.67757 18.6399 92.0671 22.1095 22.6822 48.7525 15.1175 23.9274 37.9783 19.2632 28.9096 39.586 11.5405
7442 ENSG00000136868 SLC31A1 8.28015 7.29008 27.0892 3.83615 4.2668 7.93269 8.43654 4.73742 10.754 10.2923 4.91417 36.7493 11.9714 9.65298
12084 ENSG00000166619 BLCAP 79.448 41.5531 62.4989 40.2897 17.5208 16.8513 52.1338 19.4432 36.2052 54.1325 35.6864 42.1923 39.8335 13.7482
6927 ENSG00000134184 GSTM1 23.251 20.9342 48.3392 0.880547 1.74848 2.96937 22.2869 1.3553 0.933057 2.91211 16.0759 24.7984 6.53283 5.16839
17486 ENSG00000196344 ADH7 0.805913 0.254239 0.182861 9.47919 17.9223 23.4041 2.41212 1.50676 1.48783 0 0 0 0.985158 0.338116
17024 ENSG00000188130 MAPK12 14.83 9.38551 8.34357 4.91248 2.55562 2.43877 4.21148 2.56196 3.46579 17.3819 5.68381 4.62829 5.25539 2.87513
10082 ENSG00000156050 FAM161B 13.7453 2.82476 8.63487 6.1443 2.3879 3.95511 14.8199 4.74098 16.2601 16.7665 4.49386 10.1993 9.74031 2.74197
14323 ENSG00000176386 CDC26 8.62776 5.68228 13.7462 32.9045 34.1501 22.4344 15.5473 15.414 22.9412 15.0957 12.993 23.5851 13.4001 15.3006
873 ENSG00000063322 MED29 37.2508 22.1575 22.9056 6.43263 2.50431 4.66893 24.1825 4.52214 10.7379 22.8499 9.73866 20.1793 21.4619 7.4778
9496 ENSG00000151131 C12orf45 8.70212 2.26869 9.62283 11.1603 12.5503 12.2062 3.40698 2.55063 2.13856 2.94433 2.07406 2.63413 4.70534 3.21455
7581 ENSG00000137504 CREBZF 22.4871 8.01249 18.4884 10.6082 5.44822 10.9957 14.3987 5.84797 15.2118 40.0508 10.6819 15.4241 4.00412 3.62097
10727 ENSG00000161013 MGAT4B 52.1292 106.733 169.92 2.61954 3.85315 7.98396 9.58769 34.3403 62.3634 26.8208 39.0792 66.76 24.8263 60.3899
23580 ENSG00000213401 MAGEA12 0.119464 0 0 0.0272961 0 0 0.217149 0 0 0.150418 0 0 0.0960889 0
51145 ENSG00000258839 MC1R 1.6471 2.54632 1.36616 0.168701 0.28298 0.44722 0.583442 0.146371 0.588569 2.15386 0.67094 0.896859 0.56098 0.0845564
5726 ENSG00000125505 MBOAT7 88.2163 11.0783 21.206 4.64736 0.951204 1.88428 23.8837 3.36432 14.5334 23.6513 4.51321 21.171 69.0229 6.69207
9009 ENSG00000146842 TMEM209 3.40101 2.4903 2.88123 1.51771 1.69461 3.03581 12.0291 3.8587 6.96454 9.31215 3.5164 5.03246 11.2311 2.78281
602 ENSG00000043039 BARX2 0.302535 0 4.27889 0.14125 0 0.67905 0.588505 0 3.31848 0.668547 0.0586072 5.01525 0.79726 0.0376627
911 ENSG00000064726 BTBD1 26.3774 26.4373 13.5712 79.3285 80.4723 52.3758 43.4012 59.1649 27.384 37.6025 44.8648 25.1046 20.0295 25.7158
16393 ENSG00000185652 NTF3 0.124311 0.912429 0.887202 0.0424947 0.274616 0.304181 0.229501 0.477288 2.22294 0.0457032 4.42853 1.18597 0.0747827 0.51136
7447 ENSG00000136875 PRPF4 7.45008 3.63071 9.08849 3.68823 3.76289 6.67735 6.93608 4.48584 7.40195 13.7635 5.06135 13.0945 6.54484 3.85985
15246 ENSG00000180938 ZNF572 0.283546 0.0192151 0.248767 0.532461 0.279668 0.918968 0.0621509 0.143864 0.639414 1.45588 0.322115 0.861189 0.160014 0.118246
5213 ENSG00000121350 PYROXD1 4.61613 4.22924 5.11327 21.0317 19.5106 24.8803 5.7114 5.56534 6.99219 6.5128 3.36984 11.8354 1.85483 1.13196
12226 ENSG00000167191 GPRC5B 198.073 40.5192 31.8646 60.9093 13.0793 15.0689 241.871 16.9521 44.0854 315.201 26.9913 28.9675 248.636 24.1758
6044 ENSG00000128016 ZFP36 3.86737 51.9106 27.1895 4.39289 5.76336 6.89945 27.9339 20.8234 49.7841 29.2279 86.7499 53.2877 29.4388 28.7877
11331 ENSG00000163877 SNIP1 7.27686 3.68297 5.04138 13.8618 8.30077 7.18438 4.51897 2.70453 5.39425 3.914 2.41219 4.64536 5.8965 6.06865
10900 ENSG00000162438 CTRC 0.0863267 0.0601561 0.0667035 0.0121383 0.0579539 0.0875115 0.57721 0.50439 0.632965 0.437307 24.9235 0 0.336006 0.596359
6932 ENSG00000134201 GSTM5 13.1266 3.85479 2.66057 2.68864 0.587886 0.537242 13.1673 1.11685 1.65193 0.799903 5.13685 3.58869 29.4912 2.10699
7849 ENSG00000138813 C4orf17 0 0 0 0 0 0.0360259 0 0 0 0 0 0 0 0
18162 ENSG00000198211 TUBB3 0.413009 9.06287e-44 9.91591e-06 1.26381e-37 1.11917e-138 0.0237977 0.0619353 0.00617746 2.46315e-39 0.0297893 4.0699e-22 1.16187e-16 0.0401412 2.2125e-76
720 ENSG00000053438 NNAT 131.546 2.79993 1.52476 25.5328 0.43293 0.887929 28.2456 0.299278 0.409854 22.6835 1.15172 0.0692988 57.6481 0.420984
4637 ENSG00000116586 LAMTOR2 42.3529 41.909 81.4682 31.8049 27.0331 19.4817 20.2009 13.4013 31.8369 19.7371 29.0228 41.5458 24.8379 35.1906
11332 ENSG00000163879 DNALI1 14.9255 5.56776 55.9661 18.2106 4.36185 21.523 5.60027 1.23773 8.14441 10.2441 5.93735 14.6407 5.91706 3.28516
14881 ENSG00000179071 CCDC89 0.287279 0.318568 1.28885 0.735089 0.424706 0.965713 0.14768 0.0587526 0.694827 0.769205 0.447349 0.575707 0.0946715 0.054413
3613 ENSG00000108669 CYTH1 54.588 18.2896 20.2927 47.1235 53.3985 34.3343 36.3532 7.48165 8.93692 38.713 10.1672 12.7525 40.6402 8.51142
15848 ENSG00000183617 MRPL54 46.2521 36.7535 92.6675 1.31849 1.41967 1.88984 15.9176 16.5808 30.006 29.4194 26.398 35.7879 17.3219 29.6032
20544 ENSG00000204248 COL11A2 2.63449 0.904874 0.483857 0.147121 0.0241023 0 1.06255 0.171545 0.0487336 6.97853 0.566036 0.405658 2.04029 0.347411
